Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,0,1,1480,1,3,2,3,1,238,4,1,30,3,1,2,2,2,3744.1777861253104,15062,4,0,0,12,3,3,80,0,13,3,2,8,7,7,2
30,0,0,111,1,9,3,3,1,239,3,1,66,3,2,2,1,0,-32242.72844313977,11012,1,0,0,11,3,3,80,2,12,4,3,12,9,6,10
45,0,2,1268,2,4,2,1,1,240,3,0,30,3,2,7,1,0,-30649.42734956766,6319,4,0,1,11,3,1,80,1,9,3,4,5,4,0,3
56,0,2,713,1,8,3,1,1,241,3,0,67,3,1,6,1,0,24848.098710848448,13939,4,0,1,18,3,3,80,1,19,3,3,2,2,2,2
33,0,2,134,1,2,3,1,1,242,3,1,90,3,1,6,4,2,31849.981855367212,10515,0,0,0,14,3,1,80,0,4,2,4,3,1,0,2
19,1,2,303,1,2,3,1,1,243,2,1,47,2,1,2,4,2,5680.721749060187,9241,1,0,0,22,4,3,80,0,1,3,2,1,0,1,0
46,0,2,526,2,1,2,2,1,244,2,0,92,3,3,7,1,0,2969.5298052591925,2137,1,0,0,25,4,3,80,3,24,2,3,24,13,15,7
38,0,2,1380,1,9,2,1,1,245,3,0,75,3,1,2,4,2,47410.210834233665,6319,1,0,0,12,3,3,80,0,2,3,3,2,2,2,1
31,0,2,140,1,12,1,3,1,246,3,0,95,3,1,6,4,1,14074.991879273432,6984,8,0,1,23,4,3,80,1,7,0,3,4,2,0,2
34,0,2,629,1,27,2,3,1,247,4,0,95,3,1,6,2,2,30404.97553182657,5711,2,0,0,15,3,4,80,0,9,3,3,3,2,1,2
41,1,2,1356,2,20,2,2,1,248,2,0,70,3,1,8,2,2,5702.798184343364,21728,1,0,1,22,4,4,80,0,4,5,2,4,3,0,2
50,0,2,328,1,1,3,3,1,249,3,1,86,2,1,2,3,1,-42048.6719002397,3425,2,0,0,15,3,4,80,1,5,2,2,3,2,0,2
53,0,2,1084,1,13,2,3,1,250,4,0,57,4,2,4,1,0,-1946.9976962124665,26250,1,0,0,11,3,3,80,2,5,3,3,4,2,1,3
33,0,2,931,1,14,3,3,1,252,4,0,72,3,1,6,2,1,-19313.49144715734,4673,1,0,0,13,3,4,80,1,8,5,3,8,7,1,6
40,0,2,989,1,4,1,3,1,253,4,0,46,3,5,3,3,1,20328.035813744944,6499,1,0,0,14,3,2,80,1,21,2,3,20,8,9,9
55,0,2,692,1,14,4,3,1,254,3,1,61,4,5,5,2,2,30700.855001850723,13339,8,0,0,11,3,4,80,0,36,3,3,24,15,2,15
34,0,1,1069,1,2,1,1,1,256,4,1,45,2,2,4,3,1,1558.5847605484896,14074,1,0,0,17,3,3,80,0,10,2,2,10,9,1,9
51,0,2,313,1,3,3,3,1,258,4,0,98,3,4,0,2,2,17031.379773214776,7192,3,0,0,18,3,3,80,0,21,6,3,7,7,1,0
52,0,2,699,1,1,4,1,1,259,3,1,65,2,5,3,3,1,18935.519061522307,5678,0,0,0,14,3,1,80,1,34,5,3,33,18,11,9
27,0,2,894,1,9,3,3,1,260,4,0,99,3,1,6,2,2,12924.018112730846,11781,1,0,0,16,3,4,80,0,7,2,2,7,7,0,3
35,1,2,556,1,23,2,1,1,261,2,1,50,2,2,4,3,1,-7144.091010365302,15497,3,0,1,13,3,1,80,0,8,1,3,1,0,0,1
43,0,0,1344,1,7,3,3,1,262,4,1,37,4,1,6,4,0,32233.575910060725,5228,4,0,0,14,3,4,80,3,7,3,4,5,4,2,2
45,0,0,1195,1,2,2,3,1,264,1,1,65,2,4,3,4,1,45650.413593571924,20462,9,0,0,23,4,4,80,1,22,1,3,20,8,11,8
37,0,2,290,1,21,3,1,1,267,2,1,65,4,1,6,1,1,-29522.566330588525,22977,1,0,1,12,3,1,80,1,8,3,2,8,7,1,7
35,0,1,138,1,2,3,3,1,269,2,0,37,3,2,2,2,2,-63628.26325374609,15986,5,0,0,11,3,4,80,0,10,5,3,6,2,1,2
42,0,0,926,1,21,2,3,1,270,3,0,36,3,2,4,3,0,31638.364749823366,16439,2,0,0,16,3,2,80,1,11,5,3,5,3,0,2
38,0,2,1261,1,2,4,1,1,271,4,1,88,3,2,4,3,1,-17848.484622949967,7259,9,0,0,14,3,2,80,0,14,3,3,1,0,0,0
38,0,2,1084,1,29,3,5,1,273,4,1,54,3,2,4,4,1,15359.874653791903,4185,3,0,0,18,3,1,80,1,9,3,1,7,7,1,7
27,0,1,472,1,1,1,5,1,274,3,1,60,2,2,4,1,1,27930.771173447247,9679,5,0,0,19,3,3,80,1,6,1,3,2,2,2,0
49,0,0,1002,1,18,4,1,1,275,4,1,92,3,2,4,4,0,37044.92592646014,23793,1,0,1,15,3,1,80,2,7,0,3,7,7,1,7
34,0,1,878,1,10,4,3,1,277,4,1,43,3,1,6,3,0,-7245.5331085442285,5972,1,0,1,17,3,4,80,1,5,4,4,5,3,2,0
40,0,2,905,1,19,2,3,1,281,3,1,99,3,2,2,4,1,-75150.6435359178,16523,8,0,1,15,3,3,80,1,15,2,4,7,2,3,7
38,1,2,1180,1,29,1,3,1,282,2,1,70,3,2,0,1,1,-7849.840454419944,11354,7,0,1,19,3,2,80,0,17,2,3,1,0,0,0
29,1,2,121,2,27,3,2,1,283,2,0,35,3,3,7,4,1,30772.059302344875,24525,1,0,0,22,4,4,80,3,10,3,2,10,4,1,9
22,0,2,1136,1,5,3,1,1,284,4,1,60,4,1,6,2,0,3411.9722503231965,12392,1,0,1,16,3,1,80,1,4,2,2,4,2,2,2
36,0,1,635,1,18,1,3,1,286,2,0,73,3,1,2,4,2,40279.28498551786,7703,1,0,0,13,3,1,80,0,8,2,3,8,1,1,7
40,0,0,1151,1,9,5,1,1,287,4,1,63,2,2,0,4,1,-41472.328118441605,14242,9,0,0,14,3,4,80,1,5,5,1,3,2,0,2
46,0,2,644,1,1,4,3,1,288,4,1,97,3,3,0,1,0,17541.555916744313,12368,7,0,0,16,3,3,80,1,17,3,3,4,2,0,3
32,1,2,1045,2,4,4,3,1,291,4,1,32,1,3,7,4,1,5344.001625155927,25812,1,0,0,11,3,3,80,0,14,2,2,14,8,9,8
30,0,0,829,1,1,1,1,1,292,3,1,88,2,3,4,3,2,-16256.237102912506,20925,1,0,0,22,4,3,80,0,12,2,3,11,8,5,8
27,0,1,1242,2,20,3,1,1,293,4,0,90,3,2,7,3,2,113022.21215048985,12916,1,0,0,14,3,4,80,0,7,2,3,7,7,0,7
51,0,2,1469,1,8,4,1,1,296,2,1,81,2,3,5,2,1,3332.38898970435,15736,5,0,0,16,3,4,80,2,16,5,1,10,9,4,7
30,1,2,1005,1,3,3,5,1,297,4,0,88,3,1,6,1,2,5648.448676567228,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4
41,0,2,896,2,6,3,1,1,298,4,0,75,3,3,3,4,2,19262.474362415418,14674,3,0,1,18,3,3,80,0,16,3,3,1,0,0,0
30,1,1,334,2,26,4,2,1,299,3,0,52,2,2,7,1,2,23164.94463340762,22967,5,0,0,15,3,3,80,0,9,5,2,6,3,0,1
29,1,2,992,1,1,3,5,1,300,3,1,85,3,1,6,3,2,-16006.160030662431,19757,0,0,0,14,3,4,80,0,7,1,2,6,2,1,5
45,0,0,1052,2,6,3,3,1,302,4,0,57,2,3,7,4,2,-11484.1653829864,16840,6,0,0,12,3,4,80,0,23,2,3,19,7,12,8
54,0,2,1147,2,3,3,2,1,303,4,0,52,3,2,7,1,1,-2338.3248395351766,17011,2,0,0,14,3,4,80,1,16,4,3,6,2,0,5
36,0,2,1396,1,5,2,1,1,304,4,1,62,3,2,2,2,2,-36898.497252049565,9945,8,0,0,16,3,4,80,0,16,3,4,13,11,3,7
33,0,2,147,1,4,4,3,1,305,3,0,47,2,1,6,2,1,4070.352687144796,13248,6,0,0,21,4,4,80,0,7,3,3,3,2,1,1
37,0,1,663,1,11,3,4,1,306,2,1,47,3,3,5,4,0,11687.009482775198,10056,1,0,1,14,3,3,80,3,10,1,3,10,8,0,7
38,0,2,119,2,3,3,1,1,307,1,1,76,3,3,7,3,0,51813.90800938211,9647,0,0,0,12,3,3,80,2,17,6,2,16,10,5,13
31,0,0,979,1,1,4,3,1,308,3,1,90,1,2,4,3,1,-28098.693167160643,4381,0,0,0,12,3,4,80,1,6,2,3,5,4,1,4
59,0,2,142,1,3,3,1,1,309,3,1,70,2,1,6,4,1,14321.068849184763,8456,3,0,0,17,3,1,80,1,7,6,3,1,0,0,0
37,0,1,319,2,4,4,2,1,311,1,1,41,3,1,8,4,0,-13734.11107377056,2539,4,0,0,17,3,3,80,1,13,2,3,9,8,5,8
29,0,1,1413,2,1,1,3,1,312,2,0,42,3,3,7,4,1,-44127.082806647224,6599,1,0,0,14,3,4,80,1,11,5,3,11,10,4,1
35,0,1,944,2,1,3,2,1,314,3,0,92,3,3,7,3,2,28588.917758766234,9096,1,0,0,14,3,1,80,0,10,3,4,10,7,0,8
29,1,2,896,1,18,1,3,1,315,3,1,86,2,1,6,4,2,21063.221599537497,14961,1,0,1,13,3,3,80,0,4,3,2,4,3,0,1
52,0,2,1323,1,2,3,1,1,316,3,0,89,2,1,2,4,2,-8238.108501484767,3300,7,0,0,15,3,2,80,0,6,3,2,2,2,2,2
42,0,2,532,1,4,2,5,1,319,3,1,58,3,5,3,4,1,26636.820624409767,4933,1,0,0,11,3,4,80,0,22,3,3,22,17,11,15
59,0,2,818,0,6,2,3,1,321,2,1,52,3,1,1,3,1,-940.617457709347,25657,8,0,0,17,3,4,80,0,7,2,2,2,2,2,2
50,0,2,854,2,1,4,3,1,323,4,0,68,3,5,3,4,0,51098.945502297174,24118,3,0,0,11,3,3,80,1,32,3,2,7,0,0,6
33,1,2,813,1,14,3,3,1,325,3,1,58,3,1,2,4,1,-782.4171332701458,22149,5,0,1,13,3,3,80,1,8,2,1,5,4,0,4
43,0,2,1034,2,16,3,2,1,327,4,0,80,3,4,3,4,1,5963.34974038695,7744,5,0,1,22,4,3,80,1,22,3,3,17,13,1,9
33,1,2,465,1,2,2,1,1,328,1,0,39,3,1,2,1,1,-35059.63223336927,21509,7,0,0,20,4,1,80,0,13,3,4,9,7,1,7
52,0,0,771,2,2,4,1,1,329,1,1,79,2,5,3,3,2,7539.848665677662,21030,1,0,1,18,3,4,80,0,33,2,4,33,7,15,12
32,0,2,1401,2,4,2,1,1,330,3,0,56,3,1,8,2,1,11243.107337241272,20990,2,0,0,11,3,1,80,1,6,5,3,4,3,1,2
32,1,2,515,1,1,3,1,1,331,4,1,62,2,1,2,3,2,10495.257009739496,9571,0,0,1,14,3,4,80,0,4,2,1,3,2,1,2
39,0,2,1431,1,1,4,3,1,332,3,0,96,3,1,2,3,0,27570.27570502926,15417,7,0,0,14,3,3,80,3,7,1,3,3,2,1,2
32,0,0,976,2,26,4,2,1,333,3,1,100,3,2,7,4,1,-54813.73939061389,12069,0,0,0,18,3,1,80,0,4,2,3,3,2,2,2
41,0,2,1411,1,19,2,1,1,334,3,1,36,3,2,6,1,0,-13213.20390784282,19877,2,0,0,16,3,1,80,2,17,2,2,1,0,0,0
40,0,2,1300,1,24,2,5,1,335,1,1,62,3,2,6,4,0,-8338.270521220104,24447,1,0,0,17,3,1,80,2,9,3,3,9,8,4,7
45,0,2,252,1,1,3,4,1,336,3,1,70,4,5,3,4,1,21349.626447223738,15970,0,0,0,11,3,3,80,1,25,2,3,24,0,1,7
31,0,1,1327,1,3,4,3,1,337,2,1,73,3,3,5,3,0,20283.060429433026,13523,9,0,0,12,3,1,80,1,9,3,3,2,2,2,2
33,0,2,832,1,5,4,1,1,338,3,0,63,2,1,6,4,1,21503.016828178468,14776,1,0,0,13,3,3,80,1,2,2,2,2,2,0,2
34,0,2,470,1,2,4,1,1,339,4,1,84,2,2,4,1,1,-45752.17986662247,23687,6,0,0,13,3,2,80,1,13,3,3,11,9,5,9
37,0,2,1017,1,1,2,3,1,340,3,0,83,2,1,6,1,1,2723.844704482419,18697,2,0,0,14,3,1,80,1,17,2,2,3,1,0,2
45,0,1,1199,1,7,4,1,1,341,1,1,77,4,2,4,3,1,-75014.41282102036,5118,4,0,0,17,3,4,80,1,9,1,3,3,2,0,2
37,1,1,504,1,10,3,3,1,342,1,1,61,3,3,4,3,0,-28809.370793888884,22573,6,0,0,11,3,2,80,2,17,5,3,1,0,0,0
39,0,1,505,1,2,4,5,1,343,3,0,64,3,3,0,3,2,8883.771644967765,6420,0,0,0,25,4,4,80,0,20,1,3,19,6,11,8
29,0,2,665,1,15,3,1,1,346,3,1,60,3,1,6,4,2,17330.414754256366,22673,1,0,0,19,3,1,80,0,6,1,3,6,5,1,5
42,0,2,916,1,17,2,1,1,347,4,0,82,4,2,6,1,2,51223.60703746257,23016,3,0,1,13,3,3,80,0,10,1,3,3,2,0,2
29,0,2,1247,2,20,2,2,1,349,4,1,45,3,2,7,4,0,65276.25940221935,10732,2,0,0,14,3,4,80,1,10,2,3,3,2,0,2
25,0,2,685,1,1,3,1,1,350,1,0,62,3,2,4,3,1,64531.54528955029,7505,0,0,0,12,3,4,80,2,5,3,3,4,2,1,2
42,0,2,269,1,2,3,3,1,351,4,0,56,2,1,2,1,0,51460.30212528842,8007,0,0,1,11,3,3,80,1,10,4,3,9,6,7,8
40,0,2,1416,1,2,2,3,1,352,1,1,49,3,5,5,3,0,25633.2114598846,5949,0,0,0,19,3,4,80,1,22,5,3,21,7,3,9
51,0,2,833,1,1,3,1,1,353,3,1,96,3,1,6,4,1,16498.07517931756,23231,1,0,0,11,3,2,80,0,1,0,2,1,0,0,0
31,1,1,307,1,29,2,3,1,355,3,1,71,2,1,2,2,2,38236.748512087564,11652,0,0,0,11,3,2,80,0,6,2,4,5,4,1,4
32,0,1,1311,1,7,3,1,1,359,2,1,100,4,1,2,2,1,883.1679982025937,26062,1,0,0,20,4,3,80,0,5,3,1,5,1,0,3
38,0,0,1327,2,2,2,1,1,361,4,1,39,2,2,7,4,1,4574.255234903177,19682,3,0,0,18,3,4,80,1,13,0,3,8,7,7,5
32,0,2,128,1,2,1,5,1,362,4,1,84,2,2,2,1,2,10236.972414939952,19737,4,0,0,13,3,4,80,0,9,5,3,6,2,0,4
46,0,2,488,2,2,3,5,1,363,3,0,75,1,4,3,2,1,52052.15079697107,14977,3,0,1,12,3,2,80,1,28,2,2,7,7,7,7
28,1,2,529,1,2,4,1,1,364,1,1,79,3,1,2,3,2,27174.594473922898,14935,2,0,0,11,3,3,80,0,5,5,1,0,0,0,0
29,0,2,1210,2,2,3,3,1,366,1,1,78,2,2,7,2,1,-72075.56087025198,3687,2,0,0,19,3,2,80,2,10,2,3,0,0,0,0
31,0,2,1463,1,23,3,3,1,367,2,1,64,2,2,0,4,1,-24027.687655688344,14408,0,0,0,21,4,2,80,1,10,2,3,9,0,7,8
25,0,0,675,1,5,2,1,1,369,2,1,85,4,2,0,1,0,-17875.75103483874,18384,1,0,0,12,3,4,80,2,6,2,3,6,3,1,5
45,0,2,1385,1,20,2,3,1,372,3,1,79,3,4,0,4,1,9460.184387735748,7501,0,0,1,14,3,2,80,0,21,2,3,20,7,4,10
36,0,2,1403,1,6,3,1,1,373,4,1,47,3,1,2,4,1,-971.5458963927249,20251,0,0,0,11,3,3,80,1,16,4,3,15,13,10,11
55,0,2,452,1,1,3,3,1,374,4,1,81,3,5,3,1,2,6919.420629197952,18938,0,0,1,14,3,3,80,0,37,2,3,36,10,4,13
47,1,0,666,1,29,4,1,1,376,1,1,88,3,3,3,2,1,-8019.119852880911,10268,1,0,1,12,3,4,80,1,10,2,2,10,7,9,9
28,0,2,1158,1,9,3,3,1,377,4,1,94,3,1,6,4,1,-46144.3534715384,2613,1,0,0,23,4,4,80,1,5,3,2,5,2,0,4
37,0,2,228,2,6,4,3,1,378,3,1,98,3,2,7,4,1,-23837.36636068954,22825,4,0,0,14,3,2,80,1,7,5,4,5,4,0,1
21,0,2,996,1,3,2,3,1,379,4,1,100,2,1,6,3,2,3936.4651936168466,10531,1,0,0,17,3,1,80,0,3,4,4,3,2,1,0
37,0,0,728,1,1,4,3,1,380,1,0,80,3,3,5,4,0,52883.97619253236,11677,2,0,1,18,3,1,80,2,15,2,3,5,2,0,2
35,0,2,1315,1,22,3,1,1,381,2,0,71,4,3,3,2,0,-45528.4963557451,19100,7,0,0,18,3,2,80,1,10,6,2,7,7,6,2
38,0,2,322,2,7,2,3,1,382,1,0,44,4,2,7,1,0,4744.359470742551,19191,1,0,1,24,4,3,80,1,8,3,3,8,0,7,7
26,0,1,1479,1,1,3,1,1,384,3,0,84,3,2,4,2,0,14649.55475423419,26767,1,0,0,20,4,1,80,1,6,6,1,6,5,1,4
50,0,2,797,1,4,1,1,1,385,1,1,96,3,5,5,2,0,25648.454887675096,15815,3,0,0,14,3,1,80,2,28,4,2,10,4,1,6
53,0,2,1070,1,3,4,3,1,386,3,1,45,3,4,5,3,1,34859.12710447268,21016,3,0,1,16,3,4,80,3,21,5,2,5,3,1,3
42,0,2,635,2,1,1,1,1,387,2,1,99,3,2,7,3,1,-36780.606986309416,24532,1,0,0,25,4,3,80,0,20,3,3,20,16,11,6
29,0,1,442,2,2,2,1,1,388,2,1,44,3,2,7,4,2,75.07520289161857,20260,1,0,0,18,3,1,80,0,10,3,2,10,7,0,9
55,0,2,147,1,20,2,5,1,389,2,1,37,3,2,2,4,1,15821.509917085592,15972,3,0,1,19,3,4,80,1,12,4,3,10,7,0,8
26,0,1,496,1,11,2,3,1,390,1,1,60,3,2,0,1,1,-20092.053897337857,22722,1,0,1,13,3,3,80,1,5,3,3,5,3,3,3
37,0,2,1372,1,1,3,1,1,391,4,0,42,3,1,6,4,2,30580.67057376664,15881,1,0,0,12,3,2,80,0,17,3,3,17,12,5,7
44,1,1,920,1,24,3,1,1,392,4,1,43,3,1,2,3,0,-3264.4857741325895,19920,3,0,1,22,4,4,80,1,19,0,1,1,0,0,0
38,0,2,688,1,23,4,1,1,393,4,1,82,3,2,0,4,0,13772.174369650085,18899,9,0,0,14,3,2,80,1,10,2,3,2,2,1,2
26,1,2,1449,1,16,4,3,1,394,1,1,45,3,1,2,2,0,2919.466612454231,14180,2,0,1,13,3,4,80,1,5,2,3,3,2,0,2
28,0,2,1117,1,8,2,1,1,395,4,0,66,3,1,6,4,2,21823.435387441947,4488,1,0,0,21,4,4,80,0,5,3,3,5,3,0,2
49,0,1,636,1,10,4,1,1,396,3,0,35,3,5,5,1,2,28196.468957889272,25594,9,0,1,11,3,4,80,0,22,4,3,3,2,1,2
36,0,2,506,1,3,3,5,1,397,3,1,30,3,2,6,2,2,38416.10009783851,26285,4,0,0,12,3,4,80,0,10,2,3,8,0,7,7
31,0,1,444,2,5,3,2,1,399,4,0,84,3,1,8,2,0,35022.3093258049,3909,1,0,0,11,3,3,80,1,2,5,2,2,2,2,2
26,1,2,950,2,4,4,2,1,401,4,1,48,2,2,7,4,2,-4831.549693105329,8450,1,0,1,12,3,2,80,0,8,0,3,8,7,7,4
37,0,1,889,1,9,3,3,1,403,2,1,53,3,1,6,4,1,-3464.4342454228627,11411,1,0,1,12,3,3,80,3,4,3,2,4,2,1,2
42,0,1,555,2,26,3,2,1,404,3,0,77,3,4,7,2,1,36096.80317767153,14864,5,0,0,14,3,4,80,1,23,2,4,20,4,4,8
18,1,2,230,1,3,3,1,1,405,3,1,54,3,1,2,3,2,15893.146483125834,25233,1,0,0,13,3,3,80,0,0,2,3,0,0,0,0
35,0,2,1232,2,16,3,2,1,406,3,1,96,3,3,7,2,1,-11311.751653651358,5100,0,0,0,15,3,3,80,2,12,3,2,11,9,6,9
36,0,1,566,1,18,4,1,1,407,3,1,81,4,1,2,4,1,-98851.18500603802,7122,4,0,0,18,3,4,80,2,4,2,3,1,0,0,0
51,0,2,1302,1,2,3,3,1,408,4,1,84,1,2,4,2,0,-27425.046136224104,16321,5,0,0,18,3,4,80,1,13,3,3,4,1,1,2
41,0,2,334,2,2,4,1,1,410,4,1,88,3,4,3,2,2,62185.72106091395,15896,1,0,0,19,3,2,80,0,22,2,3,22,10,0,4
18,0,2,812,2,10,3,3,1,411,4,0,69,2,1,8,3,2,156.76772923193744,9724,1,0,0,12,3,1,80,0,0,2,3,0,0,0,0
28,0,2,1476,1,16,2,3,1,412,2,1,68,4,2,0,1,2,-46530.64399038303,4824,0,0,0,19,3,3,80,0,9,2,3,8,3,0,7
31,0,2,218,2,7,3,5,1,416,2,1,100,4,2,7,4,1,55008.4875807559,12241,4,0,0,11,3,2,80,1,10,3,2,8,7,7,7
39,0,2,1132,1,1,3,3,1,417,3,1,48,4,3,0,4,0,-20271.74146802849,10942,0,0,0,17,3,1,80,3,19,5,2,18,10,3,7
36,0,0,1105,1,24,4,1,1,419,2,0,47,3,2,2,2,1,-16524.075465094655,6927,7,0,0,15,3,3,80,1,11,3,3,9,8,0,8
32,0,2,906,2,7,3,1,1,420,4,1,91,2,2,7,3,1,-11044.145502010895,16985,1,0,0,14,3,3,80,1,13,3,2,13,8,4,8
38,0,2,849,1,25,2,1,1,421,1,0,81,2,3,5,2,1,5871.350981042594,26707,3,0,0,17,3,3,80,1,19,2,3,10,8,0,1
58,0,0,390,1,1,4,1,1,422,4,1,32,1,2,0,3,0,-49910.146579495085,17056,2,0,1,13,3,4,80,1,12,2,3,5,3,1,2
31,0,2,691,1,5,4,5,1,423,3,1,86,3,1,6,4,1,30261.37520683444,10077,0,0,1,12,3,3,80,1,6,4,3,5,2,0,3
31,0,2,106,0,2,3,0,1,424,1,1,62,2,2,1,1,1,24315.704823011816,17822,3,0,0,12,3,4,80,0,9,1,3,2,2,1,0
45,0,1,1249,1,7,3,1,1,425,1,1,97,3,3,2,1,0,17382.89363832907,20308,1,0,0,18,3,1,80,1,24,2,3,24,9,9,11
31,0,2,192,1,2,4,1,1,426,3,1,32,3,1,6,4,0,-4013.750600384191,7747,0,0,1,18,3,2,80,1,3,2,1,2,2,2,2
33,0,1,553,1,5,4,1,1,428,4,0,74,3,3,3,2,1,17618.099237668284,23364,6,0,0,11,3,2,80,2,12,2,3,10,6,8,8
39,0,2,117,1,10,1,3,1,429,3,1,99,3,4,3,1,1,-12626.792720431979,5355,1,0,1,14,3,4,80,0,21,3,3,21,9,11,10
43,0,1,185,1,10,4,1,1,430,3,0,33,3,1,2,4,2,-29722.658489836038,10675,0,0,0,19,3,1,80,0,9,5,3,8,7,1,7
49,0,2,1091,1,1,2,5,1,431,3,0,90,2,4,0,3,2,2663.8076238497233,17810,7,0,1,12,3,4,80,0,25,2,3,7,1,0,7
52,1,2,723,1,8,4,3,1,433,3,1,85,2,2,6,2,1,59424.15936764824,17747,2,0,0,15,3,1,80,0,11,3,2,8,2,7,7
27,0,2,1220,1,5,3,1,1,434,3,0,85,3,1,6,2,2,-49630.676169251194,20938,1,0,1,12,3,2,80,0,4,2,2,4,3,1,2
32,0,2,588,2,8,2,5,1,436,3,0,65,2,2,7,2,1,9931.974352522482,24624,1,0,1,11,3,4,80,0,13,2,3,13,12,11,9
27,0,2,1377,2,2,3,1,1,437,4,1,74,3,2,7,3,2,4357.467299700353,5242,1,0,1,11,3,1,80,0,5,3,3,5,4,0,4
31,0,2,691,2,7,3,2,1,438,4,1,73,3,2,7,4,0,3370.7193521053005,7143,4,0,0,12,3,4,80,3,13,3,3,7,7,1,7
32,0,2,1018,1,2,4,3,1,439,1,0,74,4,2,6,4,2,-21516.525406323555,10557,7,0,0,16,3,3,80,0,10,0,2,7,7,0,7
28,1,2,1157,1,2,4,3,1,440,1,1,84,1,1,6,4,1,8942.092080324463,24737,5,0,1,13,3,4,80,0,5,4,2,3,2,2,2
30,0,2,1275,1,28,2,3,1,441,4,0,64,3,2,6,4,1,4383.162302017714,11934,1,0,0,13,3,4,80,2,11,2,3,10,8,1,9
31,0,1,798,1,7,2,1,1,442,3,0,48,2,3,4,3,1,18744.117519870575,14034,1,0,0,24,4,1,80,1,10,2,3,10,9,8,9
39,0,1,672,1,7,2,3,1,444,3,1,54,2,5,3,4,1,15365.894261671821,21141,1,0,0,15,3,1,80,1,21,2,3,21,9,13,3
39,1,2,1162,2,3,2,3,1,445,4,0,41,3,2,7,3,1,23891.609300218486,17778,4,0,1,18,3,1,80,0,12,3,2,1,0,0,0
33,0,1,508,2,10,3,2,1,446,2,1,46,2,2,7,4,2,60690.77558824583,4317,3,0,0,14,3,3,80,0,9,6,2,7,7,0,1
47,0,2,1482,1,5,5,1,1,447,4,1,42,3,5,5,3,1,56506.63567540821,16375,4,0,0,11,3,2,80,1,21,2,3,3,2,1,1
43,0,1,559,1,10,4,1,1,448,3,0,82,2,2,2,3,0,2880.8144282088087,6227,1,0,0,11,3,2,80,1,9,3,4,9,7,0,0
27,0,0,210,2,1,1,2,1,449,3,1,73,3,2,7,2,1,-5177.242358096277,22107,0,0,1,13,3,4,80,1,6,0,3,5,4,1,4
54,0,1,928,1,20,4,1,1,450,4,0,31,3,2,6,3,2,-17477.120724589928,16885,3,0,0,12,3,4,80,0,20,4,2,4,3,0,3
43,0,2,1001,1,7,3,1,1,451,3,0,43,3,3,0,1,1,42994.772900757045,9262,8,0,0,16,3,1,80,1,10,1,2,1,0,0,0
45,0,2,549,1,8,4,4,1,452,4,1,75,3,2,6,4,1,-21444.34613552449,9278,9,0,0,14,3,1,80,2,12,3,3,10,9,9,8
40,0,2,1124,2,1,2,3,1,453,2,1,57,1,2,7,4,1,10113.536023986151,13273,2,0,1,22,4,3,80,3,6,2,2,4,3,0,2
29,1,2,318,1,8,4,4,1,454,2,1,77,1,1,2,1,1,30327.712965473263,4759,1,0,1,11,3,4,80,0,7,4,2,7,7,0,7
29,0,2,738,1,9,5,4,1,455,2,1,30,2,1,2,4,2,-65898.32441029944,7621,0,0,0,17,3,3,80,0,4,2,3,3,2,2,2
30,0,2,570,2,5,3,2,1,456,4,0,30,2,2,7,3,0,68630.50629146554,5431,1,0,0,13,3,3,80,3,10,2,3,10,9,1,2
27,0,2,1130,2,8,4,2,1,458,2,0,56,3,2,7,2,1,11774.317228618085,3415,1,0,0,18,3,1,80,1,8,3,3,8,7,0,7
37,0,2,1192,1,5,2,3,1,460,4,1,61,3,2,4,4,0,26696.19627333452,23177,7,0,0,16,3,3,80,2,8,2,2,6,2,0,4
38,0,2,343,1,15,2,1,1,461,3,1,92,2,3,5,4,0,21394.210241394525,15682,0,0,1,14,3,2,80,1,12,3,3,11,10,2,9
31,0,2,1232,1,7,4,3,1,462,3,0,39,3,3,4,4,2,33554.945848425516,25713,1,0,1,14,3,3,80,0,11,2,2,11,9,4,10
29,0,2,144,2,10,1,2,1,463,4,0,39,2,2,7,2,0,15413.021539600548,11866,1,0,1,14,3,1,80,2,7,2,3,7,7,1,7
35,0,2,1296,1,5,4,5,1,464,3,1,62,3,3,4,2,2,-12717.19493134542,18264,0,0,0,13,3,4,80,0,17,5,3,16,6,0,13
23,0,2,1309,1,26,1,1,1,465,3,1,83,3,1,6,4,0,-4769.430190623052,16092,1,0,0,12,3,3,80,2,4,2,2,4,2,0,2
41,0,2,483,1,6,3,3,1,466,4,1,95,2,2,4,2,2,20718.317741476436,10110,6,0,1,15,3,4,80,0,8,3,3,5,4,1,2
47,0,1,1309,2,4,1,3,1,467,2,1,99,3,2,8,3,2,6618.026817625258,25751,3,0,0,19,3,1,80,0,5,3,3,0,0,0,0
